genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1733.4294	SAMEA1118760	Birmingham	United Kingdom	2009-2017	
1733.4295	SAMEA1118761	Birmingham	United Kingdom	2009-2017	
1733.4297	SAMEA1118763	Birmingham	United Kingdom	2009-2017	
1733.4298	SAMEA1118764	Birmingham	United Kingdom	2009-2017	
1733.4300	SAMEA1118766	Birmingham	United Kingdom	2009-2017	
1733.4304	SAMEA1118770	Birmingham	United Kingdom	2009-2017	
1733.4317	SAMEA1118783	Birmingham	United Kingdom	2009-2017	
1733.4319	SAMEA1118785	Birmingham	United Kingdom	2009-2017	
1733.4324	SAMEA1118790	Birmingham	United Kingdom	2009-2017	
1733.4325	SAMEA1118791	Birmingham	United Kingdom	2009-2017	
1733.4326	SAMEA1118792	Birmingham	United Kingdom	2009-2017	
1733.4327	SAMEA1118793	Birmingham	United Kingdom	2009-2017	
1733.4329	SAMEA1118795	Birmingham	United Kingdom	2009-2017	
1733.4332	SAMEA1118798	Birmingham	United Kingdom	2009-2017	
1733.4341	SAMEA1118807	Birmingham	United Kingdom	2009-2017	
1733.4344	SAMEA1118810	Birmingham	United Kingdom	2009-2017	
1733.4345	SAMEA1118811	Birmingham	United Kingdom	2009-2017	
1733.4347	SAMEA1118813	Birmingham	United Kingdom	2009-2017	
1733.4348	SAMEA1118814	Birmingham	United Kingdom	2009-2017	
1733.4349	SAMEA1118815	Birmingham	United Kingdom	2009-2017	
1733.4353	SAMEA1118819	Birmingham	United Kingdom	2009-2017	
1733.4360	SAMEA1118826	Birmingham	United Kingdom	2009-2017	
1733.4365	SAMEA1118831	Birmingham	United Kingdom	2009-2017	
1733.4369	SAMEA1118835	Birmingham	United Kingdom	2009-2017	
1733.4371	SAMEA1118837	Birmingham	United Kingdom	2009-2017	
1733.4374	SAMEA1118840	Birmingham	United Kingdom	2009-2017	
1733.4375	SAMEA1118841	Birmingham	United Kingdom	2009-2017	
1733.4378	SAMEA1118844	Birmingham	United Kingdom	2009-2017	
1733.4379	SAMEA1118845	Birmingham	United Kingdom	2009-2017	
1733.4380	SAMEA1118846	Birmingham	United Kingdom	2009-2017	
1733.4383	SAMEA1118849	Birmingham	United Kingdom	2009-2017	
1733.4387	SAMEA1118853	Birmingham	United Kingdom	2009-2017	
1733.4390	SAMEA1118856	Birmingham	United Kingdom	2009-2017	
1733.4391	SAMEA1118857	Birmingham	United Kingdom	2009-2017	
1733.4394	SAMEA1118860	Birmingham	United Kingdom	2009-2017	
1733.4396	SAMEA1118862	Birmingham	United Kingdom	2009-2017	
1733.4397	SAMEA1118863	Birmingham	United Kingdom	2009-2017	
1733.4403	SAMEA1118869	Birmingham	United Kingdom	2009-2017	
1733.4404	SAMEA1118870	Birmingham	United Kingdom	2009-2017	
1733.4405	SAMEA1118871	Birmingham	United Kingdom	2009-2017	
1733.4409	SAMEA1118875	Birmingham	United Kingdom	2009-2017	
1733.4411	SAMEA1118877	Birmingham	United Kingdom	2009-2017	
1733.4414	SAMEA1118880	Birmingham	United Kingdom	2009-2017	
1733.4417	SAMEA1118883	Birmingham	United Kingdom	2009-2017	
1733.4418	SAMEA1118884	Birmingham	United Kingdom	2009-2017	
1733.4419	SAMEA1118885	Birmingham	United Kingdom	2009-2017	
1733.4420	SAMEA1118886	Birmingham	United Kingdom	2009-2017	
1733.4421	SAMEA1118887	Birmingham	United Kingdom	2009-2017	
1733.4424	SAMEA1118890	Birmingham	United Kingdom	2009-2017	
1733.4426	SAMEA1118892	Birmingham	United Kingdom	2009-2017	
1733.4427	SAMEA1118894	Birmingham	United Kingdom	2009-2017	
1733.4431	SAMEA1118897	Birmingham	United Kingdom	2009-2017	
1733.4433	SAMEA1118899	Birmingham	United Kingdom	2009-2017	
1733.4434	SAMEA1118900	Birmingham	United Kingdom	2009-2017	
1733.4437	SAMEA1118903	Birmingham	United Kingdom	2009-2017	
1733.4444	SAMEA1118910	Birmingham	United Kingdom	2009-2017	
1733.4451	SAMEA1118917	Birmingham	United Kingdom	2009-2017	
1733.4452	SAMEA1118918	Birmingham	United Kingdom	2009-2017	
1733.4453	SAMEA1118919	Birmingham	United Kingdom	2009-2017	
1733.4456	SAMEA1118922	Birmingham	United Kingdom	2009-2017	
1733.4457	SAMEA1118923	Birmingham	United Kingdom	2009-2017	
1733.4467	SAMEA1118933	Birmingham	United Kingdom	2009-2017	
1733.4471	SAMEA1118937	Birmingham	United Kingdom	2009-2017	
1733.4472	SAMEA1118938	Birmingham	United Kingdom	2009-2017	
1733.4479	SAMEA1118945	Birmingham	United Kingdom	2009-2017	
1733.4480	SAMEA1118946	Birmingham	United Kingdom	2009-2017	
1733.4487	SAMEA1118953	Birmingham	United Kingdom	2009-2017	
1733.4488	SAMEA1118954	Birmingham	United Kingdom	2009-2017	
1733.4490	SAMEA1118956	Birmingham	United Kingdom	2009-2017	
1733.4492	SAMEA1118959	Birmingham	United Kingdom	2009-2017	
1733.4495	SAMEA1118961	Birmingham	United Kingdom	2009-2017	
1733.4496	SAMEA1118962	Birmingham	United Kingdom	2009-2017	
1733.4497	SAMEA1118963	Birmingham	United Kingdom	2009-2017	
1733.4502	SAMEA1118968	Birmingham	United Kingdom	2009-2017	
1733.4504	SAMEA1118970	Birmingham	United Kingdom	2009-2017	
1733.4508	SAMEA1118974	Birmingham	United Kingdom	2009-2017	
1733.4509	SAMEA1118975	Birmingham	United Kingdom	2009-2017	
1733.4515	SAMEA1118981	Birmingham	United Kingdom	2009-2017	
1733.4522	SAMEA1118988	Birmingham	United Kingdom	2009-2017	
1733.4526	SAMEA1118992	Birmingham	United Kingdom	2009-2017	
1733.4527	SAMEA1118993	Birmingham	United Kingdom	2009-2017	
1733.4531	SAMEA1118997	Birmingham	United Kingdom	2009-2017	
1733.4533	SAMEA1118999	Birmingham	United Kingdom	2009-2017	
1733.4536	SAMEA1119002	Birmingham	United Kingdom	2009-2017	
1733.4537	SAMEA1119003	Birmingham	United Kingdom	2009-2017	
1733.4538	SAMEA1119004	Birmingham	United Kingdom	2009-2017	
1733.4539	SAMEA1119005	Birmingham	United Kingdom	2009-2017	
1733.4545	SAMEA1119011	Birmingham	United Kingdom	2009-2017	
1733.4548	SAMEA1119014	Birmingham	United Kingdom	2009-2017	
1733.4550	SAMEA1119016	Birmingham	United Kingdom	2009-2017	
1733.4551	SAMEA1119017	Birmingham	United Kingdom	2009-2017	
1733.4552	SAMEA1119018	Birmingham	United Kingdom	2009-2017	
1733.4558	SAMEA1119024	Birmingham	United Kingdom	2009-2017	
1733.4562	SAMEA1119028	Birmingham	United Kingdom	2009-2017	
1733.4563	SAMEA1119029	Birmingham	United Kingdom	2009-2017	
1733.4566	SAMEA1119032	Birmingham	United Kingdom	2009-2017	
1733.4572	SAMEA1119038	Birmingham	United Kingdom	2009-2017	
1733.4579	SAMEA1119045	Birmingham	United Kingdom	2009-2017	
1733.4580	SAMEA1119046	Birmingham	United Kingdom	2009-2017	
1733.4583	SAMEA1119049	Birmingham	United Kingdom	2009-2017	
1733.4585	SAMEA1119051	Birmingham	United Kingdom	2009-2017	
1733.4598	SAMEA1119064	Birmingham	United Kingdom	2009-2017	
1733.4600	SAMEA1119066	Birmingham	United Kingdom	2009-2017	
1733.4601	SAMEA1119067	Birmingham	United Kingdom	2009-2017	
1733.4604	SAMEA1119070	Birmingham	United Kingdom	2009-2017	
1733.4609	SAMEA1119075	Birmingham	United Kingdom	2009-2017	
1733.4615	SAMEA1119081	Birmingham	United Kingdom	2009-2017	
1733.4620	SAMEA1119086	Birmingham	United Kingdom	2009-2017	
1733.4622	SAMEA1119088	Birmingham	United Kingdom	2009-2017	
1733.4625	SAMEA1119091	Birmingham	United Kingdom	2009-2017	
1733.4630	SAMEA1119096	Birmingham	United Kingdom	2009-2017	
1733.4635	SAMEA1119101	Birmingham	United Kingdom	2009-2017	
1733.4640	SAMEA1119106	Birmingham	United Kingdom	2009-2017	
1733.4647	SAMEA1119113	Birmingham	United Kingdom	2009-2017	
1733.4653	SAMEA1119119	Birmingham	United Kingdom	2009-2017	
1733.4656	SAMEA1119122	Birmingham	United Kingdom	2009-2017	
1733.4660	SAMEA1119126	Birmingham	United Kingdom	2009-2017	
1733.4662	SAMEA1119128	Birmingham	United Kingdom	2009-2017	
1733.4663	SAMEA1119129	Birmingham	United Kingdom	2009-2017	
1733.4668	SAMEA1119134	Birmingham	United Kingdom	2009-2017	
1733.4669	SAMEA1119135	Birmingham	United Kingdom	2009-2017	
1733.4670	SAMEA1119136	Birmingham	United Kingdom	2009-2017	
1733.4674	SAMEA1119140	Birmingham	United Kingdom	2009-2017	
1733.4678	SAMEA1119144	Birmingham	United Kingdom	2009-2017	
1733.4680	SAMEA1119146	Birmingham	United Kingdom	2009-2017	
1733.4682	SAMEA1119148	Birmingham	United Kingdom	2009-2017	
1733.4683	SAMEA1119149	Birmingham	United Kingdom	2009-2017	
1733.4685	SAMEA1119151	Birmingham	United Kingdom	2009-2017	
1733.4686	SAMEA1119152	Birmingham	United Kingdom	2009-2017	
1733.4687	SAMEA1119153	Birmingham	United Kingdom	2009-2017	
1733.4688	SAMEA1119154	Birmingham	United Kingdom	2009-2017	
1733.4694	SAMEA1119160	Birmingham	United Kingdom	2009-2017	
1733.4695	SAMEA1119161	Birmingham	United Kingdom	2009-2017	
1733.4696	SAMEA1119162	Birmingham	United Kingdom	2009-2017	
1733.4698	SAMEA1119164	Birmingham	United Kingdom	2009-2017	
1733.4702	SAMEA1119168	Birmingham	United Kingdom	2009-2017	
1733.4704	SAMEA1119170	Birmingham	United Kingdom	2009-2017	
1733.4705	SAMEA1119171	Birmingham	United Kingdom	2009-2017	
1733.4706	SAMEA1119172	Birmingham	United Kingdom	2009-2017	
1733.4708	SAMEA1119174	Birmingham	United Kingdom	2009-2017	
1733.4712	SAMEA1119178	Birmingham	United Kingdom	2009-2017	
1733.4713	SAMEA1119179	Birmingham	United Kingdom	2009-2017	
1733.4714	SAMEA1119180	Birmingham	United Kingdom	2009-2017	
1733.4718	SAMEA1119184	Birmingham	United Kingdom	2009-2017	
1733.4720	SAMEA1119186	Birmingham	United Kingdom	2009-2017	
1733.4727	SAMEA1119193	Birmingham	United Kingdom	2009-2017	
1733.4729	SAMEA1119195	Birmingham	United Kingdom	2009-2017	
1733.4734	SAMEA1119200	Birmingham	United Kingdom	2009-2017	
1733.4739	SAMEA1119205	Birmingham	United Kingdom	2009-2017	
1733.4741	SAMEA1119207	Birmingham	United Kingdom	2009-2017	
1733.4743	SAMEA1119209	Birmingham	United Kingdom	2009-2017	
1733.4745	SAMEA1119211	Birmingham	United Kingdom	2009-2017	
1733.4748	SAMEA1119214	Birmingham	United Kingdom	2009-2017	
1733.4750	SAMEA1119216	Birmingham	United Kingdom	2009-2017	
1733.4751	SAMEA1119217	Birmingham	United Kingdom	2009-2017	
1733.4753	SAMEA1119219	Birmingham	United Kingdom	2009-2017	
1733.4757	SAMEA1119223	Birmingham	United Kingdom	2009-2017	
1733.4761	SAMEA1119227	Birmingham	United Kingdom	2009-2017	
1733.4765	SAMEA1119231	Birmingham	United Kingdom	2009-2017	
1733.4770	SAMEA1119236	Birmingham	United Kingdom	2009-2017	
1733.4773	SAMEA1119239	Birmingham	United Kingdom	2009-2017	
1733.4778	SAMEA1119244	Birmingham	United Kingdom	2009-2017	
1733.4779	SAMEA1119245	Birmingham	United Kingdom	2009-2017	
1733.4780	SAMEA1119246	Birmingham	United Kingdom	2009-2017	
1733.4781	SAMEA1119247	Birmingham	United Kingdom	2009-2017	
1733.4784	SAMEA1119250	Birmingham	United Kingdom	2009-2017	
1733.4785	SAMEA1119251	Birmingham	United Kingdom	2009-2017	
1733.4787	SAMEA1119253	Birmingham	United Kingdom	2009-2017	
1733.4792	SAMEA1119258	Birmingham	United Kingdom	2009-2017	
1733.4799	SAMEA1119265	Birmingham	United Kingdom	2009-2017	
1733.4803	SAMEA1119269	Birmingham	United Kingdom	2009-2017	
1733.4806	SAMEA1119272	Birmingham	United Kingdom	2009-2017	
1733.4807	SAMEA1119273	Birmingham	United Kingdom	2009-2017	
1733.4810	SAMEA1119276	Birmingham	United Kingdom	2009-2017	
1733.4814	SAMEA1119280	Birmingham	United Kingdom	2009-2017	
1733.4815	SAMEA1119282	Birmingham	United Kingdom	2009-2017	
1733.4819	SAMEA1119285	Birmingham	United Kingdom	2009-2017	
1733.4820	SAMEA1119286	Birmingham	United Kingdom	2009-2017	
1733.4822	SAMEA1119288	Birmingham	United Kingdom	2009-2017	
1733.4829	SAMEA1119295	Birmingham	United Kingdom	2009-2017	
1733.4836	SAMEA1119302	Birmingham	United Kingdom	2009-2017	
1733.4839	SAMEA1119305	Birmingham	United Kingdom	2009-2017	
1733.4840	SAMEA1119306	Birmingham	United Kingdom	2009-2017	
1733.4844	SAMEA1119310	Birmingham	United Kingdom	2009-2017	
1733.4851	SAMEA1119317	Birmingham	United Kingdom	2009-2017	
1733.4853	SAMEA1119319	Birmingham	United Kingdom	2009-2017	
1733.4854	SAMEA1119320	Birmingham	United Kingdom	2009-2017	
1733.4857	SAMEA1119323	Birmingham	United Kingdom	2009-2017	
1733.4858	SAMEA1119324	Birmingham	United Kingdom	2009-2017	
1733.4863	SAMEA1119329	Birmingham	United Kingdom	2009-2017	
1733.4864	SAMEA1119330	Birmingham	United Kingdom	2009-2017	
1733.4866	SAMEA1119332	Birmingham	United Kingdom	2009-2017	
1733.4868	SAMEA1119334	Birmingham	United Kingdom	2009-2017	
1733.4873	SAMEA1119339	Birmingham	United Kingdom	2009-2017	
1733.4880	SAMEA1119346	Birmingham	United Kingdom	2009-2017	
1733.4881	SAMEA1119347	Birmingham	United Kingdom	2009-2017	
1733.4883	SAMEA1119349	Birmingham	United Kingdom	2009-2017	
1733.4884	SAMEA1119350	Birmingham	United Kingdom	2009-2017	
1733.4887	SAMEA1119353	Birmingham	United Kingdom	2009-2017	
1733.4888	SAMEA1119354	Birmingham	United Kingdom	2009-2017	
1733.4890	SAMEA1119356	Birmingham	United Kingdom	2009-2017	
1733.4896	SAMEA1119362	Birmingham	United Kingdom	2009-2017	
1733.4900	SAMEA1119366	Birmingham	United Kingdom	2009-2017	
1733.4902	SAMEA1119368	Birmingham	United Kingdom	2009-2017	
1733.4903	SAMEA1119369	Birmingham	United Kingdom	2009-2017	
1733.4904	SAMEA1119370	Birmingham	United Kingdom	2009-2017	
1733.4907	SAMEA1119373	Birmingham	United Kingdom	2009-2017	
1733.4910	SAMEA1119376	Birmingham	United Kingdom	2009-2017	
1733.4911	SAMEA1119377	Birmingham	United Kingdom	2009-2017	
1733.4914	SAMEA1119380	Birmingham	United Kingdom	2009-2017	
1733.4916	SAMEA1119383	Birmingham	United Kingdom	2009-2017	
1733.4918	SAMEA1119384	Birmingham	United Kingdom	2009-2017	
1733.4923	SAMEA1119389	Birmingham	United Kingdom	2009-2017	
1733.4925	SAMEA1119391	Birmingham	United Kingdom	2009-2017	
1733.4926	SAMEA1119392	Birmingham	United Kingdom	2009-2017	
1733.4940	SAMEA1119406	Birmingham	United Kingdom	2009-2017	
1733.4946	SAMEA1119412	Birmingham	United Kingdom	2009-2017	
1733.4949	SAMEA1119415	Birmingham	United Kingdom	2009-2017	
1733.4951	SAMEA1119417	Birmingham	United Kingdom	2009-2017	
1733.4952	SAMEA1119418	Birmingham	United Kingdom	2009-2017	
1733.4953	SAMEA1119419	Birmingham	United Kingdom	2009-2017	
1733.4954	SAMEA1119420	Birmingham	United Kingdom	2009-2017	
1733.4956	SAMEA1119422	Birmingham	United Kingdom	2009-2017	
1733.4958	SAMEA1119424	Birmingham	United Kingdom	2009-2017	
1733.4959	SAMEA1119425	Birmingham	United Kingdom	2009-2017	
1733.4962	SAMEA1119428	Birmingham	United Kingdom	2009-2017	
1733.4969	SAMEA1119435	Birmingham	United Kingdom	2009-2017	
1733.4971	SAMEA1119437	Birmingham	United Kingdom	2009-2017	
1733.4972	SAMEA1119438	Birmingham	United Kingdom	2009-2017	
1733.4974	SAMEA1119440	Birmingham	United Kingdom	2009-2017	
1733.4975	SAMEA1119441	Birmingham	United Kingdom	2009-2017	
1733.4979	SAMEA1119445	Birmingham	United Kingdom	2009-2017	
1733.4980	SAMEA1119446	Birmingham	United Kingdom	2009-2017	
1733.4982	SAMEA1119448	Birmingham	United Kingdom	2009-2017	
1733.4983	SAMEA1119449	Birmingham	United Kingdom	2009-2017	
1733.4984	SAMEA1119450	Birmingham	United Kingdom	2009-2017	
1733.4985	SAMEA1119451	Birmingham	United Kingdom	2009-2017	
1733.4987	SAMEA1119453	Birmingham	United Kingdom	2009-2017	
1733.4992	SAMEA1119458	Birmingham	United Kingdom	2009-2017	
1733.4994	SAMEA1119460	Birmingham	United Kingdom	2009-2017	
1733.4998	SAMEA1119464	Birmingham	United Kingdom	2009-2017	
1733.5001	SAMEA1119467	Birmingham	United Kingdom	2009-2017	
1733.5002	SAMEA1119468	Birmingham	United Kingdom	2009-2017	
1733.5003	SAMEA1119469	Birmingham	United Kingdom	2009-2017	
1733.5004	SAMEA1119470	Birmingham	United Kingdom	2009-2017	
1733.5006	SAMEA1119472	Birmingham	United Kingdom	2009-2017	
1733.5008	SAMEA1119474	Birmingham	United Kingdom	2009-2017	
1733.5016	SAMEA1119482	Birmingham	United Kingdom	2009-2017	
1733.5017	SAMEA1119483	Birmingham	United Kingdom	2009-2017	
1733.5018	SAMEA1119484	Birmingham	United Kingdom	2009-2017	
1733.5030	SAMEA1119496	Birmingham	United Kingdom	2009-2017	
1733.5037	SAMEA1119503	Birmingham	United Kingdom	2009-2017	
1733.5039	SAMEA1119505	Birmingham	United Kingdom	2009-2017	
1733.5042	SAMEA1119508	Birmingham	United Kingdom	2009-2017	
1733.5045	SAMEA1119511	Birmingham	United Kingdom	2009-2017	
1733.5046	SAMEA1119512	Birmingham	United Kingdom	2009-2017	
1733.5051	SAMEA1119517	Birmingham	United Kingdom	2009-2017	
1733.5054	SAMEA1119520	Birmingham	United Kingdom	2009-2017	
1733.5057	SAMEA1119523	Birmingham	United Kingdom	2009-2017	
1733.5062	SAMEA1119528	Birmingham	United Kingdom	2009-2017	
1733.5065	SAMEA1119531	Birmingham	United Kingdom	2009-2017	
1733.5066	SAMEA1119532	Birmingham	United Kingdom	2009-2017	
1733.5070	SAMEA1119536	Birmingham	United Kingdom	2009-2017	
1733.5072	SAMEA1119538	Birmingham	United Kingdom	2009-2017	
1733.5073	SAMEA1119539	Birmingham	United Kingdom	2009-2017	
1733.5079	SAMEA1119545	Birmingham	United Kingdom	2009-2017	
1733.5080	SAMEA1119546	Birmingham	United Kingdom	2009-2017	
1733.5090	SAMEA1119556	Birmingham	United Kingdom	2009-2017	
1733.5098	SAMEA1119564	Birmingham	United Kingdom	2009-2017	
1733.5099	SAMEA1119565	Birmingham	United Kingdom	2009-2017	
1733.5105	SAMEA1119571	Birmingham	United Kingdom	2009-2017	
1733.5106	SAMEA1119572	Birmingham	United Kingdom	2009-2017	
1733.5107	SAMEA1119573	Birmingham	United Kingdom	2009-2017	
1733.5112	SAMEA1119578	Birmingham	United Kingdom	2009-2017	
1733.5117	SAMEA1119583	Birmingham	United Kingdom	2009-2017	
1733.5118	SAMEA1119584	Birmingham	United Kingdom	2009-2017	
1733.5129	SAMEA1119595	Birmingham	United Kingdom	2009-2017	
1733.5130	SAMEA1119596	Birmingham	United Kingdom	2009-2017	
1733.5140	SAMEA1119607	Birmingham	United Kingdom	2009-2017	
1733.5145	SAMEA1119611	Birmingham	United Kingdom	2009-2017	
1733.5146	SAMEA1119612	Birmingham	United Kingdom	2009-2017	
1733.5147	SAMEA1119613	Birmingham	United Kingdom	2009-2017	
1733.5156	SAMEA1119622	Birmingham	United Kingdom	2009-2017	
1733.5157	SAMEA1119623	Birmingham	United Kingdom	2009-2017	
1733.5160	SAMEA1119627	Birmingham	United Kingdom	2009-2017	
1733.5165	SAMEA1119630	Birmingham	United Kingdom	2009-2017	
1733.5167	SAMEA1119633	Birmingham	United Kingdom	2009-2017	
1733.5168	SAMEA1119634	Birmingham	United Kingdom	2009-2017	
1733.5171	SAMEA1119637	Birmingham	United Kingdom	2009-2017	
1733.5173	SAMEA1119639	Birmingham	United Kingdom	2009-2017	
1733.5174	SAMEA1119640	Birmingham	United Kingdom	2009-2017	
1733.5179	SAMEA1119645	Birmingham	United Kingdom	2009-2017	
1733.5180	SAMEA1119646	Birmingham	United Kingdom	2009-2017	
1733.5182	SAMEA1119648	Birmingham	United Kingdom	2009-2017	
1733.5183	SAMEA1119649	Birmingham	United Kingdom	2009-2017	
1733.5186	SAMEA1119652	Birmingham	United Kingdom	2009-2017	
1733.5187	SAMEA1119653	Birmingham	United Kingdom	2009-2017	
1733.5189	SAMEA1119655	Birmingham	United Kingdom	2009-2017	
1733.5192	SAMEA1119658	Birmingham	United Kingdom	2009-2017	
1733.5194	SAMEA1119660	Birmingham	United Kingdom	2009-2017	
1733.5195	SAMEA1119661	Birmingham	United Kingdom	2009-2017	
1733.5198	SAMEA1119664	Birmingham	United Kingdom	2009-2017	
1733.5206	SAMEA1119672	Birmingham	United Kingdom	2009-2017	
1733.5208	SAMEA1119674	Birmingham	United Kingdom	2009-2017	
1733.5209	SAMEA1119675	Birmingham	United Kingdom	2009-2017	
1733.5210	SAMEA1119676	Birmingham	United Kingdom	2009-2017	
1733.5218	SAMEA1119684	Birmingham	United Kingdom	2009-2017	
1733.5222	SAMEA1119688	Birmingham	United Kingdom	2009-2017	
1733.5227	SAMEA1119693	Birmingham	United Kingdom	2009-2017	
1733.5229	SAMEA1119695	Birmingham	United Kingdom	2009-2017	
1733.5236	SAMEA1119702	Birmingham	United Kingdom	2009-2017	
1733.5241	SAMEA1119707	Birmingham	United Kingdom	2009-2017	
1733.5244	SAMEA1119710	Birmingham	United Kingdom	2009-2017	
1733.5245	SAMEA1119711	Birmingham	United Kingdom	2009-2017	
1733.5246	SAMEA1119712	Birmingham	United Kingdom	2009-2017	
1733.5248	SAMEA1119714	Birmingham	United Kingdom	2009-2017	
1733.5257	SAMEA1119723	Birmingham	United Kingdom	2009-2017	
1733.5260	SAMEA1119726	Birmingham	United Kingdom	2009-2017	
1733.5261	SAMEA1119727	Birmingham	United Kingdom	2009-2017	
1733.5264	SAMEA1119730	Birmingham	United Kingdom	2009-2017	
1733.5267	SAMEA1119733	Birmingham	United Kingdom	2009-2017	
1733.5268	SAMEA1119734	Birmingham	United Kingdom	2009-2017	
1733.5273	SAMEA1119739	Birmingham	United Kingdom	2009-2017	
1733.5274	SAMEA1119740	Birmingham	United Kingdom	2009-2017	
1733.5278	SAMEA1119744	Birmingham	United Kingdom	2009-2017	
1733.5280	SAMEA1119746	Birmingham	United Kingdom	2009-2017	
1733.5281	SAMEA1119747	Birmingham	United Kingdom	2009-2017	
1733.5287	SAMEA1119753	Birmingham	United Kingdom	2009-2017	
1733.5290	SAMEA1119756	Birmingham	United Kingdom	2009-2017	
1733.5295	SAMEA1119761	Birmingham	United Kingdom	2009-2017	
1733.5296	SAMEA1119762	Birmingham	United Kingdom	2009-2017	
1733.5298	SAMEA1119764	Birmingham	United Kingdom	2009-2017	
1733.5300	SAMEA1119766	Birmingham	United Kingdom	2009-2017	
1733.5302	SAMEA1119768	Birmingham	United Kingdom	2009-2017	
1733.5303	SAMEA1119769	Birmingham	United Kingdom	2009-2017	
1733.5305	SAMEA1119771	Birmingham	United Kingdom	2009-2017	
1733.5311	SAMEA1119777	Birmingham	United Kingdom	2009-2017	
1733.5312	SAMEA1119778	Birmingham	United Kingdom	2009-2017	
1733.5313	SAMEA1119779	Birmingham	United Kingdom	2009-2017	
1733.5315	SAMEA1119781	Birmingham	United Kingdom	2009-2017	
1733.5316	SAMEA1119782	Birmingham	United Kingdom	2009-2017	
1733.5319	SAMEA1119785	Birmingham	United Kingdom	2009-2017	
1733.5324	SAMEA1119790	Birmingham	United Kingdom	2009-2017	
1733.5328	SAMEA1119794	Birmingham	United Kingdom	2009-2017	
1733.5329	SAMEA1119795	Birmingham	United Kingdom	2009-2017	
1733.5334	SAMEA1119800	Birmingham	United Kingdom	2009-2017	
1733.5335	SAMEA1119801	Birmingham	United Kingdom	2009-2017	
1733.5343	SAMEA1119809	Birmingham	United Kingdom	2009-2017	
1733.5345	SAMEA1119811	Birmingham	United Kingdom	2009-2017	
1733.5351	SAMEA1119817	Birmingham	United Kingdom	2009-2017	
1733.5360	SAMEA1119826	Birmingham	United Kingdom	2009-2017	
1733.5368	SAMEA1119834	Birmingham	United Kingdom	2009-2017	
1733.5375	SAMEA1119841	Birmingham	United Kingdom	2009-2017	
